"","record_id","outdesc","out","outprimary","outtype","outanalysis___1","outanalysis___2","outanalysis___3","outanalysis___4","outanalysisdesc","outhowgconfound___1","outhowgconfound___2","outhowgconfound___3","outhowgconfound___4","outhowgconfound___5","outhowgconfound___6","outhowgconfound___7","outhowgconfound___8","outhowconfounddesc","outconfdomains___1","outconfdomains___2","outconfdomains___3","outconfdomains___4","outconfdomains___5","outconfdomains___6","outconfdomains___7","outconfdomains___8","outconfdomains___9","outconfdomains___10","outconfdomains___11","outconfdomains___12","outconfdomains___13","outconfdomains___14","outconfdomains___15","outconfdomains___16","outconfdomains___17","outmingenetics","outmincoinfect","outminatopic","outminneonatal","outminchildsex","outminantibiotic","outminses","outminsibling","outminsmoking","outminnutrition","outminallergens","outminpollution","outminageexp","outminageout","expdesc","expmeth___1","expmeth___2","expmeth___3","expmeth___4","expmeth___5","exptype","exptime___1","exptime___2","exptime___3","exptimedesc","compdesc","type","time2needed","time3needed","expdesc.1","time","estype","esdesc","esmethod","es","es.se.report","es.se","n","expevent","expnonevent","compevent","compnonevent","outage","id","comparison"
"1058",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV A or B",2,2,1,NA,1,10,"Descriptive statistics- used Table 1 to calculate odds ratio for RSV vs. non-RSV comparisons",2,1.27,1,0.41,294,107,112,12,16,"recurrent wheeze by age 2 years (ages 0-2)",118,2
"1059",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV A or B",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,2
"1062",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV A or B",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,2
"1056",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV C",2,2,1,NA,1,10,"Descriptive statistics- used Table 1 to calculate odds ratio for RSV vs. non-RSV comparisons",2,0.93,1,0.28,294,107,112,33,32,"recurrent wheeze by age 2 years (ages 0-2)",118,3
"1057",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV C",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,3
"1061",118,"Wheezing episodes were reported based upon the questions, ""Has the child had episodes of wheezing and/or chest tightness? If yes: specify the total number of episodes from birth to enrolment (first assessment) and from enrolment to the two-year assessment."" Additionally, parents were asked if the child had  doctor-diagnosed asthma. The primary outcome was early asthma by use of the proxy recurrent wheeze at 2 years, defined as at least  three episodes of wheeze, including the acute bronchiolitis at enrolment. We also used the total number of wheezing episodes by 2 years of age.",2,1,1,0,1,0,0,"The analyses focused on the total number of wheezing episodes experienced by 2 years of age, including the acute bronchiolitis at enrolment. A dichotomisation with at least three events was used as a proxy for early asthma and served as our primary outcome. It was analysed by a logistic regression.",0,1,0,0,0,0,0,0,"Footnote in Table 2 states that the authors adjusted for sex, age at inclusion, and parental atopy.",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV",1,0,0,0,0,2,1,0,0,"","HRV C",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",118,3
"1063",119,"We followed up children from birth until age 2 years for LRTI or wheezing using active surveillance systems. Episodes of wheezing were reported by a caregiver using questions adapted from the international Study of Asthma and Allergies in Childhood or were diagnosed on auscultation by trained study staff at a study visit or during an intercurrent illness. Outcome 1: any wheezing birth to two years",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,1,0,0,0,0,0,0,"Adjusted for sex, socioeconomic status quartile, season at birth, other children in the household, HIV exposure, maternal smoking, prematurity, low birthweight, and age at time of reported or assessed wheeze or mid-interval of no wheeze recorded.",0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,2,2,NA,2,2,2,NA,NA,NA,NA,2,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,1,2,"Incidence risk ratio for ANY WHEEZING SINCE BIRTH (birth to 2 years)",1,2.68,1,0.11,1131,NA,NA,NA,NA,"any wheezing in past 2 years (birth to 2 years)",119,1
"2188",119,"Outcome 2: recurrent wheezing (two or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,1,10,"Incidence risk ratio for RECURRENT WHEEZING (2 OR MORE EVENTS) SINCE BIRTH (birth to 2 years)",1,1.41,1,0.06,1131,NA,NA,NA,NA,"recurrent wheezing (2 or more events) from birth to 2 years",119,1
"3313",119,"Outcome 2: recurrent wheezing (three or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","Non-RSV LRTI",2,2,1,NA,1,10,"Incidence risk ratio for RECURRENT WHEEZING (3 OR MORE EVENTS) SINCE BIRTH (birth to 2 years)",1,1.42,1,0.1,1131,NA,NA,NA,NA,"recurrent wheezing (3 or more events) from birth to 2 years",119,1
"1064",119,"We followed up children from birth until age 2 years for LRTI or wheezing using active surveillance systems. Episodes of wheezing were reported by a caregiver using questions adapted from the international Study of Asthma and Allergies in Childhood or were diagnosed on auscultation by trained study staff at a study visit or during an intercurrent illness. Outcome 1: any wheezing birth to two years",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,1,0,0,0,0,0,0,"Adjusted for sex, socioeconomic status quartile, season at birth, other children in the household, HIV exposure, maternal smoking, prematurity, low birthweight, and age at time of reported or assessed wheeze or mid-interval of no wheeze recorded.",0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,2,2,NA,2,2,2,NA,NA,NA,NA,2,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",119,1
"2189",119,"Outcome 2: recurrent wheezing (two or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",119,1
"3314",119,"Outcome 2: recurrent wheezing (three or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","Non-RSV LRTI",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",119,1
"1067",119,"We followed up children from birth until age 2 years for LRTI or wheezing using active surveillance systems. Episodes of wheezing were reported by a caregiver using questions adapted from the international Study of Asthma and Allergies in Childhood or were diagnosed on auscultation by trained study staff at a study visit or during an intercurrent illness. Outcome 1: any wheezing birth to two years",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,1,0,0,0,0,0,0,"Adjusted for sex, socioeconomic status quartile, season at birth, other children in the household, HIV exposure, maternal smoking, prematurity, low birthweight, and age at time of reported or assessed wheeze or mid-interval of no wheeze recorded.",0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,2,2,NA,2,2,2,NA,NA,NA,NA,2,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",119,1
"2192",119,"Outcome 2: recurrent wheezing (two or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",119,1
"3317",119,"Outcome 2: recurrent wheezing (three or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","Non-RSV LRTI",2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,1
"1065",119,"We followed up children from birth until age 2 years for LRTI or wheezing using active surveillance systems. Episodes of wheezing were reported by a caregiver using questions adapted from the international Study of Asthma and Allergies in Childhood or were diagnosed on auscultation by trained study staff at a study visit or during an intercurrent illness. Outcome 1: any wheezing birth to two years",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,1,0,0,0,0,0,0,"Adjusted for sex, socioeconomic status quartile, season at birth, other children in the household, HIV exposure, maternal smoking, prematurity, low birthweight, and age at time of reported or assessed wheeze or mid-interval of no wheeze recorded.",0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,NA,NA,NA,2,2,NA,2,2,2,NA,NA,NA,NA,2,"Hospitalized RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,1,10,"Incidence risk ratio for ANY WHEEZING SINCE BIRTH (birth to 2 years)",1,2.72,1,0.15,1131,NA,NA,NA,NA,"any wheezing in past 2 years (birth to 2 years)",119,2
"2190",119,"Outcome 2: recurrent wheezing (two or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hospitalized RSV LRTI (Table 4)",1,0,0,0,0,0,0,1,0,"","non-RSV LRTI",2,2,1,NA,1,10,"Incidence risk ratio for RECURRENT WHEEZING (2 OR MORE EVENTS) SINCE BIRTH (birth to 2 years)",1,1.32,1,0.09,1131,NA,NA,NA,NA,"recurrent wheezing (2 or more events) from birth to 2 years",119,2
"3315",119,"Outcome 2: recurrent wheezing (three or more events); Recurrent wheezing was defined a-priori as two or more observations of wheezing after the LRTI event in individuals experiencing LRTI and two or more observations of wheezing in those who did not experience an LRTI.",2,2,1,0,1,0,0,"generalised estimating equations with a negative  binomial family and link function (GEE used to acocunt for intraindividual clustering of intervals) ",0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hospitalized RSV LRTI (Table 4)",1,0,0,0,0,NA,0,1,0,"","Non-RSV LRTI",2,2,1,NA,1,10,"Incidence risk ratio for RECURRENT WHEEZING (3 OR MORE EVENTS) SINCE BIRTH (birth to 2 years)",1,1.51,1,0.15,1131,NA,NA,NA,NA,"recurrent wheezing (3 or more events) from birth to 2 years",119,2
